PRD_EAN13;PRD_NOM;CHRONICITY_SCORE
3400934348686.0;MAXILASE M.GORGE SIR FL200ML;
3401596471576.0;ERGYPHILUS CONF GELU BT 60;
3400934348686.0;MAXILASE 200 SIR FL 200ML;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3401560165869.0;ERGYPHILUS INTIMA GEL B/60;
3401560165869.0;ERGYPHILUS INTIMA GEL B/60;
3400934348686.0;MAXILASE 200 SIR FL 200ML;
3400934348686.0;MAXILASE 200U/ML SP 200ML;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3400934348686.0;MAXILASE M.GORGE SIR FL200ML;
3400934348686.0;MAXILASE 200U/ML SP 200ML;
3401596471576.0;ERGYPHILUS CONFORT 60 GEL;
3401560165869.0;ERGYPHILUS INTIMA GEL CONFORT INTIME B/60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3400934348686.0;MAXILASE 200U/ML SP 200ML;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401560165869.0;ERGYPHILUS INTIMA /60;
3401560165869.0;ERGYPHILUS INTIMA GELU FL60 AF;
3401560165869.0;ERGYPHILUS INTIMA GELU FL60;
3400934348686.0;MAXILASE 200U/ML SP 200ML;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401560165869.0;ERGYPHILUS INTIMA GEL CONF INTIME B/60;
3401560165869.0;ERGYPHILUS INTIMA GEL B/60;
3400934348686.0;MAXILASE SIROP 200 MLML;
3401596471576.0;ERGYPHILUS CONF GELU BT 60;
3400934348686.0;MAXILASE 200U/ML SP 200ML;
3400934348686.0;MAXILASE 200U/ML SP 200ML;
3400934348686.0;MAXILASE M.GORGE SIR FL200ML;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401560165869.0;ERGYPHILUS INTIMA  60GEL;
3401560165869.0;ERGYPHILUS INTIMA GELU FL60;
3401560165869.0;ERGYPHILUS INTIMA GELU FL60;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3401560165869.0;ERGYPHILUS INTIMA GEL B/60;
3400934348686.0;MAXILASE 200U/ML SP 200ML;
3400934348686.0;MAXILASE 200UCEIP/ML SP FL/200ML;
3401596471576.0;NUTERGIA ERGYPHILUS CONFORT GELUL 60;
3400934348686.0;MAXILASE SIROP 200ML;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3401596471576.0;ERGYPHILUS CONF GELU BT 60;
3401596471576.0;ERGYPHILUS CONFORT GEL EQUIL INTEST B/60;
3400934348686.0;MAXILASE 200U/ML SIROP;
3400934348686.0;MAXILASE 200UCEIP/ML SP FL/200ML;
3401596471576.0;ERGYPHILUS CONFORT GEL B/60;
3401596471576.0;ERGYPHILUS CONFORT G L B/60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONFORT GEL EQUIL INTEST P/60;
3401596471576.0;ERGYPHILUS CONFORT GEL EQUIL INTEST P/60;
3401596471576.0;ERGYPHILUS CONFORT GEL EQUIL INTEST P/60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3400935281739.0;VICKS VAPORUB 50GR POMMADE;
3400935281739.0;VICKS VAPORUB POT   50G;
3400935281739.0;VICKS VAPORUB POT 50G;
3400935281739.0;VICKS VAPORUB POM POT50G;
3400935281739.0;VICKS VAPORUB POMMADE 50G;
3400935281739.0;VICKS VAPORUB POT 50G;
3400935281739.0;VICKS VAPORUB POM POT50G;
3400935281739.0;VICKS VAPORUB POM P/50G;
3400935281739.0;VICKS VAPORUB POM POT50G;
3400935281739.0;VICKS VAPORUB POMMADE 50 G;
3400935281739.0;VICKS VAPORUB POM POT50G;
3400935281739.0;VICKS VAPORUB POM POT50G;
3400935281739.0;VICKS VAPORUB POM POT50G;
3400935281739.0;VICKS VAPORUB POM POT 50G;
3400935281739.0;VICKS VAPORUB POM P/50G14;
3400935281739.0;VICKS VAPORUB POT PM 50G;
3400935281739.0;VICKS VAPORUB POM POT 50G;
3400935281739.0;VICKS VAPORUB POM P/50G;
3400935281739.0;VICKS VAPORUB POT 50G;
3400935281739.0;VICKS VAPORUB POM POT 50G;
3400935281739.0;VICKS VAPORUB POM POT50G;
3400935281739.0;VICKS VAPORUB POT 50G;
3400935281739.0;VICKS VAPORUB -POM-POT/50G;
3400935281739.0;VICKS VAPORUB POM POT/50G;
3400935281739.0;VICKS VAPORUB POM POT/50G;
3400935281739.0;VICKS VAPORUB POM POT50G;
3400935281739.0;VICKS VAPORUB POM POT/50G;
3400935281739.0;VICKS VAPORUB POM POT 50G;
3400935281739.0;VICKS VAPORUB POM POT/50G15;
3400935281739.0;VICKS VAPORUB POM POT 50G;
3400935281739.0;VICKS VAPORUB POT 50G;
3400935281739.0;VICKS VAPORUB POM POT50G;
3400935281739.0;VICKS VAPORUB POM POT 50G;
3400935281739.0;VICKS VAPORUB POT 50G;
3400935281739.0;VICKS VAPORUB POT/50G;
3401560504828.0;LACTIBIANE REFERENCE 596MG G L B/30;
3401560504828.0;LACTIBIANE REFERENCE GELUL 30;
3401042933641.0;PHYSIOLOGICA SOL NASALE 40 DOSES 5ML;
3400934001024.0;MOVICOL PDR SOL BUV  20SACHETS CITR NPF;
3401042933641.0;GIFRER SERUM PHYSIO 5ML X40;
3401560504828.0;PILEJE LACTIBIANE REF GELU 30;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3401560504828.0;LACTIBIANE REFERENCE GELU BT30;
3400934001024.0;MOVICOL PDR SOL BUV 20SACH;
3400934001024.0;MOVICOL SACHET 20;
3401042933641.0;PHYSIOLOGICA SOL NAS OPHT ENF40;
3400934001024.0;MOVICOL AROME CITRON 20 SACHETS;
3401042933641.0;GIFRER.SERUM PHYSIOLOGIQUE X40;
3401597732584.0;NHCO EFFLUVIUM CHUT/CHEV GELUL168;
3401560504828.0;LACTIBIANE REFERENCE GELUL 30;
3401042933641.0;PHYSIOLOGICA PT ENF DOS 5ML 40;
3400934001024.0;MOVICOL BUV PDR SACH 20;
3401560504828.0;LACTIBIANE REFERENCE GELUL 30;
3401560504828.0;PILEJE LACTIBIANE REF GELU 30;
3400934001024.0;MOVICOL PDR SBUV EN SACH SACH/20;
3401042933641.0;PHYSIOLOGICA SERUM PHYSIO BB PETIT ENF 40;
3401560504828.0;LACTIBIANE REFERENCE GELU BT30;
3401560504828.0;PILEJE LACTIBIANE REF GELU 30;
3401597732584.0;NHCO EFFLUVIUM GEL ANTI-CHUTE VITAL B/168;
3401042933641.0;PHYSIOLOGICA PT ENF DOS 5ML 40;
3401560504828.0;PILEJE LACTIBIANE REFERENCE GELU BT30;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3400934001024.0;MOVICOL PDR SOL BUV SACH BT20;
3401597732584.0;EFFLUVIUM GEL ANTI-CHUTE VITAL CHEV B/168;
3401560504828.0;LACTIBIANE REFERENCE GELU BT30;
3401597732584.0;EFFLUVIUM GEL ANTI-CHUTE VITAL CHEV B/168;
3401042933641.0;PHYSIOLOGICA SOL NAS OPHT ENF40;
3401042933641.0;PHYSIOLOGICA PT ENF DOS 5ML 40;
3401597732584.0;NHCO EFFLUVIUM - 168 GELULES;
3401597732584.0;NHCO EFFLUVIUM;
3400934001024.0;MOVICOL BUV PDR CITRON SACH 20;
3400934001024.0;MOVICOL PDR SBUV 20SACH;
3401042933641.0;PHYSIOLOGICA PHYS 40UNID/5ML;
3401042933641.0;PHYSIOLOGICA SOL NAS OPHT BB40;
3401560504828.0;LACTIBIANE REFERENCE GELUL 30;
3401597732584.0;NHCO EFFLUVIUM CROIS VITALITE CHEVEUX 168;
3400934001024.0;MOVICOL CITRON BUV PDR SACH 20;
3401042933641.0;PHYSIOLOGICA PT ENF DOS 5ML 40;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3401042933641.0;PHYSIOLOGICA SERUM PHY 40X5ML;
3400934001024.0;MOVICOL BUV CITRON PDR SACH 20;
3400934001024.0;MOVICOL CITRON SACHET 20;
3401042933641.0;PHYSIOLOGICA SOL NAS OPHT ENF40;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3401042933641.0;PHYSIOLOGICA PT ENF DOS 5ML 40;
3401597732584.0;NHCO EFFLUVIUM CROISSANCE VITALITE CHX;
3401560504828.0;LACTIBIANE REFERENCE GELU BT30;
3400934001024.0;MOVICOL PDR P SOL BUV SAC 20;
3400934001024.0;MOVICOL PDR SOL BUV AD CITRON 20SACH;
3400934001024.0;MOVICOL PDR P/SOL BUV SACH 20;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3401042933641.0;PHYSIOLOGICA SOL NAS OPHT ENF40;
3401560504828.0;PILEJE LACTIBIANE REF GELU 30;
3401560504828.0;LACTIBIANE REFERENCE GELUL 30;
3401560504828.0;LACTIBIANE REFERENCE GELU BT30;
3400934001024.0;MOVICOL PDR S BUV CITRON 20SACH;
3401560504828.0;LACTIBIANE REFERENCE 30GEL;
3401597732584.0;EFFLUVIUM CHUT/CHEV GELUL168;
3401560504828.0;LACTIBIANE REFERENCE GELU BT30;
3401597732584.0;NHCO EFFLUV A/CHUT CHEV GELUL168;
3401597732584.0;NHCO EFFLUVIUM GELULES B/168;
3401042933641.0;PHYSIOLOGICA PT ENF DOS 5ML 40;
3401560504828.0;PILEJE LACTIBIANE REF GELU 30;
3401560504828.0;PILEJE LACTIBIANE REF GELU 30;
3400934001024.0;MOVICOL PDR SBUV 20SACH;
3400934001024.0;MOVICOL CITRON PDR SOL BUV     SAC 20;
3401597732584.0;EFFLUVIUM CHUT/CHEV GELUL168;
3401560504828.0;LACTIBIANE REFERENCE 596MG GE;
3401597732584.0;NHCO EFFLUVIUM;
3400934001024.0;MOVICOL SACHET 20;
3401042933641.0;PHYSIOLOGICA 5ML BTE 40 DOSES;
3401560504828.0;LACTIBIANE REFERENCE GELUL 30;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3401560504828.0;LACTIBIANE REFERENCE GELU BT30;
3401597732584.0;EFFLUVIUM GEL ANTI-CHUTE VITAL CHEV B/168;
3401042933641.0;SERUM PHYSIOL GIFRER X 40 D/ 5ML;
3400934001024.0;MOVICOL BUV PDR SACH 20;
3401597732584.0;NHCO EFFLUVIUM CHUT/CHEV GELUL168;
3400934001024.0;MOVICOL CITRON 20 SACHETS;
3401042933641.0;PHYSIOLOGICA PT ENF DOS 5ML 40;
3400934001024.0;MOVICOL PDR S BUV B/20SACH;
3401042933641.0;PHYSIOLOGICA SERUM PHYSIO NOURR 40UNID/5M;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3400934001024.0;MOVICOL PDR S BUV 20SACH;
3401042933641.0;PHYSIOLOGICA SERUM PHYSIO BB PETIT ENF 40;
3401560504828.0;PILEJE LACTIBIANE REF GELU 30;
3400934001024.0;MOVICOL CITRON BUV PDR SACH 20;
3401042933641.0;PHYSIOLOGICA PT ENF DOS 5ML 40;
3401597732584.0;NH CO EFFLUVIUM CHUT/CHEV GELUL168;
3401042933641.0;PHYSIOLOGICA PT ENF DOS 5ML 40;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3400934001024.0;MOVICOL BUV PDR SACH 20;
3400934001024.0;MOVICOL PDR SBUV EN SACH SACH/20;
3400934001024.0;MOVICOL BUV CITRON PDR SACH 20;
3401042933641.0;GIFRER SERUM PHYSIOLOGIQUE DOS 5ML 40;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3400934001024.0;MOVICOL PDR P CITRON SAC 20;
3400934001024.0;MOVICOL CITRON SOL BUV SAC 20;
3401042933641.0;PHYSIOLOGICA SOL NAS OPHT 40X5ML;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3401042933641.0;PHYSIOLOGICA SOL NAS 5ML 40 DOSES;
3401560504828.0;LACTIBIANE REFERENCE GELUL 30;
3401042933641.0;PHYSIOLOGICA SERUM PHYSIOLOGIQUE 5 ML B40;
3400934001024.0;MOVICOL PDR P SOL BUV SAC 20;
3401042933641.0;PHYSIOLOGICA SOL NAS OPHT ENF40;
3401560504828.0;PILEJE LACTIBIANE REFERENCE GELUL 30;
3401597732584.0;NHCO EFFLUVIUM CHEVEUX BT/168;
3400934001024.0;MOVICOL PDR P/SOL BUV SACH 20;
3401042933641.0;SERUM PHYSIO GIFRER BT/40 UNID;
3401560504828.0;LACTIBIANE REFERENCE GELU BT30;
3401597732584.0;NHCO EFFLUVIUM CROISS VITALITE DU CHEVEU;
3400934001024.0;MOVICOL SACHET 20;
3401042933641.0;PHYSIOLOGICA SERUM PHYSIO BB PETIT ENF 40;
3401560504828.0;LACTIBIANE REFERENCE 596MG GEL B/30;
3401560504828.0;LACTIBIANE REFERENCE GELUL 30;
3401597732584.0;NH CO EFFLUVIUM CHUT/CHEV GELUL168;
3401560504828.0;LACTIBIANE REFERENCE 30 GELULES;
3401597732584.0;NHCO EFFLUVIUM GELU 168;
3401597732584.0;EFFLUVIUM VITALITE CHEVEU 168GELULES;
3401560504828.0;LACTIBIANE REFERENCE FERM LAC 30 GEL;
3401597732584.0;NH CO EFFLUVIUM CHUT/CHEV GELUL168;
3401560504828.0;PILEJE LACTIBIANE REF GELU 30;
3401560504828.0;LACTIBIANE REFERENCE 596MG GEL B/30;
3401560504828.0;LACTIBIANE REFERENCE GELUL 30;
3401042933641.0;PHYSIOLOGICA PT ENF DOS 5ML 40;
3400934001024.0;MOVICOL CITRON SACHET 20;
3401042933641.0;PHYSIOLOGICA SOL NAS OPHT 5 ML ENF40;
3401597732584.0;NHCO EFFLUVIUM GEL 168;
3400934001024.0;MOVICOL CITRON SACHET/20;
3401042933641.0;PHYSIOLOGICA SOL NAS OPHT BB40;
3282770204681.0;CICALFATE+ CR REPAR T/100ML;
3282770204681.0;AVENE CICALFATE+ CREME 100ML;
3282770204681.0;AVENE CICALFATE+ CR TB100ML1;
3401560165869.0;ERGYPHILUS INTIMA GELU FL60 AF;
3282770204681.0;AVENE CICALFATE CR REPAR 100ML;
3401560165869.0;ERGYPHILUS INTIMA GELU FL60;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3401560165869.0;ERGYPHILUS INTIMA GELU FL60;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3282770204681.0;AVENE CICALFATE+ CR TB100ML1;
3401560165869.0;ERGYPHILUS INTIMA GELU FL60;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3401560165869.0;ERGYPHILUS INTIMA GEL B/60;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3282770204681.0;AVENE CICALFATE + CREME 100 ML;
3401560165869.0;ERGYPHILUS INTIMA 60 GELULES;
3282770204681.0;AVENE CICALFATE+ CR REPAR T/100ML;
3401560165869.0;ERGYPHILUS INTIMA GEL B/60;
3760293914213.0;MEDIEXPERT PROBIO REGEN;
3282770204681.0;AVENE CICALFATE+ CREME 100ML;
3760293914213.0;MEDIEXPERT PROBIO REGEN;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3401560165869.0;ERGYPHILUS INTIMA GEL B/60;
3282770204681.0;AVENE CICALFATE+ CREME 100ML;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3282770204681.0;AVENE CICALFATE+ CR TB100ML1;
3760293914213.0;MEDIEXPERT PROBIO REGEN /30 GEL;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3401560165869.0;ERGYPHILUS INTIMA GEL B/60;
3760293914213.0;MEDI EXPERT PROBIO REGEN;
3282770204681.0;CICALFATE+ CR REPAR T/100ML;
3401560165869.0;ERGYPHILUS INTIMA GEL B/60;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3760293914213.0;PROBIOTIQUE REGENERANT GELU 30;
3282770204681.0;AVENE CICALFATE+ CR TB100ML1;
3282770204681.0;AVENE CICALFATE CR REPAR 100ML;
3282770204681.0;AVENE CICALFATE +  CR REPAR 100ML;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3401560165869.0;ERGYPHILUS INTIMA GELU60;
3760293914213.0;MEDIEXPERT PROBIO REGEN;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3282770204681.0;CICALFATE+ AVENE CR 100ML;
3401560165869.0;ERGYPHILUS INTIMA BT 60;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3282770204681.0;AVENE CICALFATE+ CR REPARATRICE T/100ML;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3401560165869.0;ERGYPHILUS INTIMA GEL B/60;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3282770204681.0;AVENE CICALFATE+ CREME 100ML;
3282770204681.0;CICALFATE+ AVENE CR 100ML;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3282770204681.0;AVENE CICALFATE+ CR TB100ML1;
3282770204681.0;AVENE CICALFATE+ CR TB100ML1;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3282770204681.0;AVENE CICALFATE+ CREME 100ML;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3401560165869.0;ERGYPHILUS INTIMA GELU FL60 AF;
3282770204681.0;CICALFATE+ CR REPAR T/100ML REF;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3401560165869.0;NUTERGIA ERGYPHILUS INTIMA GELU FL60;
3282770204681.0;AVENE CICALFATE+ CR TB100ML1;
3401560165869.0;ERGYPHILUS INTIMA GELU BT 60;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3760293914213.0;MEDIEXPERT PROBIO REGEN 30 GEL;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3282770204681.0;AVENE CICALFATE+ CREME 100ML;
3401560165869.0;ERGYPHILUS INTIMA GELU60;
3282770204681.0;CICALFATE+ AVENE CR 100ML;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3282770204681.0;AVENE CICALFATE+ CR REPAR T/100ML;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3760293914213.0;MEDIEXPERT PROBIO REGEN 30 GEL;
3282770204681.0;CICALFATE+ AVENE CR 100ML;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3401560165869.0;ERGYPHILUS INTIMA GELUL 60;
3760293914213.0;MEDIEXPERT PROBIO REGEN 30 GELLULES;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3401560165869.0;ERGYPHILUS INTIMA GEL B/60;
3282770204681.0;AVENE CICALFATE+ CR TB100ML1;
3282770204681.0;AVENE CICALFATE+ CR REPAR T/100ML;
3282770204681.0;AVENE CICALFATE+ CR TB100ML1;
3282770204681.0;AVENE CICALFATE+ CR TB100ML1;
3282770204681.0;CICALFATE+ AVENE CR 100ML;
3282770204681.0;AVENE CICALFATE+ CR TB100ML1;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3760293914213.0;MEDIEXPERT PROBIO REGEN GELU 30;
3760293914213.0;MEDIEXPERT PROBIO REGEN GEL 30;
3401596471576.0;ERGYPHILUS CONFORT   60GELULES;
3401596471576.0;NUT ERGYPHILUS CONF GELU BT 60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONF GELU BT 60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONF GELU BT 60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONF GELU BT 60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONF GELU BT 60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONFORT GEL EQUIL INTEST P/60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONFORT GEL EQUIL INTEST P/60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONFORT 60GEL;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3401596471576.0;ERGYPHILUS CONFORT T1 GELU60;
3401596471576.0;ERGYPHILUS CONFORT GELUL 60;
3400930200490.0;CERULYSE 5G/100G SOL 10ML;
3400930200490.0;CERULYSE SOL 10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOC 12;2.0
3400930200490.0;CERULYSE SOL OTOLOGIQ 5PC  FL;
3400936666795.0;IMODIUMLINGUAL 2MG LYOC 12;2.0
3400936751934.0;DONORMYL CPR SECAB 10;2.0
3400930200490.0;CERULYSE SOL 10 ML;
3400930200490.0;CERULYSE;
3400936666795.0;IMODIUM LINGUAL BT12;2.0
3400936751934.0;DONORMYL 15MG CPR PES  T 10;2.0
3400936666795.0;IMODIUMLINGUAL 2MG LYOC 12;2.0
3400936751934.0;DONORMYL 15MG CPR SECABLE 10;2.0
3400930200490.0;CERULYSE 5% S AUR FL/10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYO ORAL 12;2.0
3400936751934.0;DONORMYL CPR SECAB 10;2.0
3400930200490.0;CERULYSE SOL AURIC FL10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOT BT12;2.0
3400936751934.0;DONORMYL 15MG CPR TB10;2.0
3400930200490.0;CERULYSE 5% S AUR FL/10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOPH OR PLQ/12;2.0
3400936751934.0;DONORMYL 15MG CPR PESE T/10;2.0
3400936751934.0;DONORMYL 15MG CPR TB10;2.0
3400930200490.0;CERULYSE 5% S AUR FL/10ML;
3400930200490.0;CERULYSE -S AUR-FL/10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOPH OR /12;2.0
3400936751934.0;DONORMYL -CPR-B/10;2.0
3400930200490.0;CERULYSE 10ML;
3400936666795.0;IMODIUMLINGUAL 2MG CPR LYO 12;2.0
3400930200490.0;CERULYSE 5% S AUR FL/10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOT BT12;2.0
3400936751934.0;DONORMYL 15MG CP.SEC B/10;2.0
3400930200490.0;CERULYSE SOL OTOLOGIQ 5%  FL;
3400936666795.0;IMODIUMLINGUAL 2MG LYO ORAL 12;2.0
3400930200490.0;CERULYSE SOL AURIC FL10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOT BT12;2.0
3400936751934.0;DONORMYL CPR TB10;2.0
3400936666795.0;IMODIUMLINGUAL 2MG LYOC 12;2.0
3400936751934.0;DONORMYL 15MG CPR TB10;2.0
3400936666795.0;IMODIUM LINGUAL BT 12;2.0
3400936751934.0;DONORMYL 15MG CPR PESE T/10;2.0
3400936666795.0;IMODIUMLINGUAL 2MG LYO ORAL 12;2.0
3400936751934.0;DONORMYL 15MG CPR 10;2.0
3400930200490.0;CERULYSE SOL OTOLOGIQ 5PC FL;
3400936666795.0;IMODIUMLINGUAL 2MG LYO ORAL 12;2.0
3400936751934.0;DONORMYL SEC 10COMP;2.0
3400930200490.0;CERULYSE SOL OTOLOGIQ 5% FL;
3400936751934.0;DONORMYL CPR SECAB 10;2.0
3400930200490.0;CERULYSE 5% S AUR FL/10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOPH OR PLQ/12;2.0
3400936751934.0;DONORMYL 15MG CPR PESE T/10;2.0
3400936751934.0;DONORMYL CPR SEC B./10*;2.0
3400936751934.0;DONORMYL 15MG CPR 10;2.0
3400930200490.0;CERULYSE SOL AURIC FL10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOT BT12;2.0
3400936751934.0;DONORMYL 15MG CPR TB10;2.0
3400936666795.0;IMODIUMLINGUAL 2MG LYO ORAL 12;2.0
3400936751934.0;DONORMYL CPR SECAB 10;2.0
3400930200490.0;CERULYSE SOL 10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOC 12;2.0
3400936751934.0;DONORMYL 15MG CPR SECABLE 10;2.0
3400930200490.0;CERULYSE SOL OTOLOGIQ 5% FL;
3400936666795.0;IMODIUM LINGUAL 2MG LYOC 12;2.0
3400936751934.0;DONORMYL 10CPR SECABLE;2.0
3400930200490.0;CERULYSE SOL 10ML;
3400936666795.0;IMODIUM LINGUAL 2MG LYOC BTE 12;2.0
3400936751934.0;DONORMYL CPR SECABLE BTE 10;2.0
3400930200490.0;CERULYSE S AUR FL/10ML;
3400936666795.0;IMODIUM LINGUAL 2MG B/12;2.0
3400936751934.0;DONORMYL 15MG COMPRIME B/10;2.0
3400930200490.0;CERULYSE SOL AURIC FL10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOPHILISANT ORAL 12;2.0
3400936751934.0;DONORMYL 15MG CPR TB10;2.0
3400930200490.0;CERULYSE SOL OTOLOGIQ 5PC  FL;
3400936666795.0;IMODIUMLINGUAL 2MG LYO ORAL 12;2.0
3400936751934.0;DONORMYL CPR SECAB 10;2.0
3400930200490.0;CERULYSE SOL 10ML;
3400936666795.0;IMODIUM LINGUAL 12 LYOC;2.0
3400936751934.0;DONORMYL 15MG CPR SECABLE 10;2.0
3400930200490.0;CERULYSE SOL AURIC FL10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOT BT12;2.0
3400936751934.0;DONORMYL 15MG CPR TB10;2.0
3400936666795.0;IMODIUMLINGUAL 2MG LYOC 12;2.0
3400930200490.0;CERULYSE 5G/100G SOL 10ML;
3400936666795.0;IMODIUMLINGUAL 2MG LYOC 12;2.0
3400930200490.0;CERULYSE 5% S AUR FL/10ML;
3400936751934.0;DONORMYL 15MG CPR PESE T/10;2.0
3400930200490.0;CERULYSE SOL OTOLOGIQ 5PC FL;
3400936666795.0;IMODIUMLINGUAL 2MG LYOC 12;2.0
3400930200490.0;CERULYSE SOL OTOL 10ML;
3400936751934.0;DONORMYL CP 15MG BT 10;2.0
3400930200490.0;CERULYSE SOL 10ML;
3400936666795.0;IMODIUM LINGUAL BTE12;2.0
3400936751934.0;DONORMYL CPS SEC BTE10;2.0
3401042933641.0;SERUM  PHYSIOLOGIQUE 40 DOSES DE 5 ML GIF;
3400939069425.0;DULCOLAX 5MG CPR 30;
